date,sin
27-Nov-02,34.02999878
28-Nov-02,34.41999817
29-Nov-02,35.34000015
30-Nov-02,35.22000122
01-Dec-02,35.79000092
02-Dec-02,35.90999985
03-Dec-02,35.84000015
04-Dec-02,36.15999985
05-Dec-02,37.09999847
06-Dec-02,37.45000076
07-Dec-02,36.97999954
08-Dec-02,36.93999863
09-Dec-02,36.93999863
10-Dec-02,37.16999817
11-Dec-02,36.63000107
12-Dec-02,36.81000137
13-Dec-02,36.15000153
14-Dec-02,36.09000015
15-Dec-02,36.52999878
16-Dec-02,35.68000031
17-Dec-02,35.99000168
18-Dec-02,36.91999817
19-Dec-02,37.20999908
20-Dec-02,36.93999863
21-Dec-02,36.86999893
22-Dec-02,36.20000076
23-Dec-02,35.63999939
24-Dec-02,34.77000046
25-Dec-02,35.09999847
26-Dec-02,35.25
27-Dec-02,35.52999878
28-Dec-02,35.25999832
29-Dec-02,34.97000122
30-Dec-02,34.66999817
31-Dec-02,35.18999863
01-Jan-03,35.25999832
02-Jan-03,35.00999832
03-Jan-03,34.75
04-Jan-03,34.41999817
05-Jan-03,34.72999954
06-Jan-03,34.68999863
07-Jan-03,34.84999847
08-Jan-03,35.02000046
09-Jan-03,35.25999832
10-Jan-03,35.95999908
11-Jan-03,36.18999863
12-Jan-03,36.41999817
13-Jan-03,36.54999924
14-Jan-03,36.5
15-Jan-03,36.41999817
16-Jan-03,35.97999954
17-Jan-03,36.18999863
18-Jan-03,37.04999924
19-Jan-03,37.09999847
20-Jan-03,36.58000183
21-Jan-03,36.84000015
22-Jan-03,36.31999969
23-Jan-03,36.79000092
24-Jan-03,36.72999954
25-Jan-03,36.38999939
26-Jan-03,36.43999863
27-Jan-03,36.15000153
28-Jan-03,36.68000031
29-Jan-03,37.11999893
30-Jan-03,37.04999924
31-Jan-03,37.33000183
01-Feb-03,37.02000046
02-Feb-03,37.36999893
03-Feb-03,37.74000168
04-Feb-03,37.04000092
05-Feb-03,36.81999969
06-Feb-03,36.02999878
07-Feb-03,36.09999847
08-Feb-03,35.70000076
09-Feb-03,35.75
10-Feb-03,35.59999847
11-Feb-03,35.54999924
12-Feb-03,35.18999863
13-Feb-03,35.06999969
14-Feb-03,34.66999817
15-Feb-03,34.59999847
16-Feb-03,35.43000031
17-Feb-03,34.40000153
18-Feb-03,34.86999893
19-Feb-03,34.20999908
20-Feb-03,34.06000137
21-Feb-03,34.52999878
22-Feb-03,34.38000107
23-Feb-03,34.77999878
24-Feb-03,34.88999939
25-Feb-03,34.95999908
26-Feb-03,34.22999954
27-Feb-03,34.24000168
28-Feb-03,33.59999847
01-Mar-03,32.72000122
02-Mar-03,32.79999924
03-Mar-03,33.20999908
04-Mar-03,32.91999817
05-Mar-03,32.47000122
06-Mar-03,32.52000046
07-Mar-03,32.88999939
08-Mar-03,33.25999832
09-Mar-03,33.84999847
10-Mar-03,33.66999817
11-Mar-03,34.00999832
12-Mar-03,34.09000015
13-Mar-03,34.08000183
14-Mar-03,34.54999924
15-Mar-03,34.40000153
16-Mar-03,34.56000137
17-Mar-03,33.97999954
18-Mar-03,34.02000046
19-Mar-03,34.27000046
20-Mar-03,34.77999878
21-Mar-03,34.13999939
22-Mar-03,34.43000031
23-Mar-03,34.29999924
24-Mar-03,34.59000015
25-Mar-03,35.11999893
26-Mar-03,35.58000183
27-Mar-03,35.63000107
28-Mar-03,35.25
29-Mar-03,35.31999969
30-Mar-03,35.43000031
31-Mar-03,35.43000031
01-Apr-03,35.56999969
02-Apr-03,34.95000076
03-Apr-03,34.91999817
04-Apr-03,34.79999924
05-Apr-03,34.5
06-Apr-03,34.56999969
07-Apr-03,35.08000183
08-Apr-03,35.13999939
09-Apr-03,36.09999847
10-Apr-03,36.31000137
11-Apr-03,36.36000061
12-Apr-03,36.65000153
13-Apr-03,36.24000168
14-Apr-03,35.58000183
15-Apr-03,35.75
16-Apr-03,35.68999863
17-Apr-03,35.61000061
18-Apr-03,35.45000076
19-Apr-03,35.63000107
20-Apr-03,36.13999939
21-Apr-03,35.88000107
22-Apr-03,36.04999924
23-Apr-03,36.59999847
24-Apr-03,35.79999924
25-Apr-03,35.63000107
26-Apr-03,35.81999969
27-Apr-03,36.72999954
28-Apr-03,36.95999908
29-Apr-03,36.90000153
30-Apr-03,37.04000092
01-May-03,37.15999985
02-May-03,37.40999985
03-May-03,37.61999893
04-May-03,37.95999908
05-May-03,38
06-May-03,37.91999817
07-May-03,37.79000092
08-May-03,38.29000092
09-May-03,38.65999985
10-May-03,38.83000183
11-May-03,38.59000015
12-May-03,39.11000061
13-May-03,39.29000092
14-May-03,38.68000031
15-May-03,39.04999924
16-May-03,38.99000168
17-May-03,39.33000183
18-May-03,39.20999908
19-May-03,39.20000076
20-May-03,39.11999893
21-May-03,39.91999817
22-May-03,40.06999969
23-May-03,40.13000107
24-May-03,40.27000046
25-May-03,39.58000183
26-May-03,39.81000137
27-May-03,40.04999924
28-May-03,39.93000031
29-May-03,40.27999878
30-May-03,40.47999954
31-May-03,40.33000183
01-Jun-03,39.95000076
02-Jun-03,39.47000122
03-Jun-03,39.20000076
04-Jun-03,39.68000031
05-Jun-03,39.72999954
06-Jun-03,39.75999832
07-Jun-03,39.59000015
08-Jun-03,39.97000122
09-Jun-03,40.02000046
10-Jun-03,39.99000168
11-Jun-03,39.91999817
12-Jun-03,39.5
13-Jun-03,38.77999878
14-Jun-03,38.54000092
15-Jun-03,38.34999847
16-Jun-03,38.54999924
17-Jun-03,38.52999878
18-Jun-03,38.25999832
19-Jun-03,38.58000183
20-Jun-03,38.06999969
21-Jun-03,38.43000031
22-Jun-03,38.72000122
23-Jun-03,38.08000183
24-Jun-03,37.34999847
25-Jun-03,37.04999924
26-Jun-03,36.52999878
27-Jun-03,36.70999908
28-Jun-03,37.15000153
29-Jun-03,37.09999847
30-Jun-03,36.91999817
01-Jul-03,37.40000153
02-Jul-03,37.52000046
03-Jul-03,37.58000183
04-Jul-03,37.15000153
05-Jul-03,37.75
06-Jul-03,37.66999817
07-Jul-03,37.74000168
08-Jul-03,37.11000061
09-Jul-03,37.15000153
10-Jul-03,37.70000076
11-Jul-03,37.86999893
12-Jul-03,38.11999893
13-Jul-03,37.97999954
14-Jul-03,37.47000122
15-Jul-03,37.34999847
16-Jul-03,36.88999939
17-Jul-03,36.93999863
18-Jul-03,37.40999985
19-Jul-03,37.61999893
20-Jul-03,37.22000122
21-Jul-03,37.63000107
22-Jul-03,37.61000061
23-Jul-03,37.29999924
24-Jul-03,37.52000046
25-Jul-03,38.06000137
26-Jul-03,37.68000031
27-Jul-03,37.56999969
28-Jul-03,37.52000046
29-Jul-03,37.16999817
30-Jul-03,37.34000015
31-Jul-03,37.04000092
01-Aug-03,36.61999893
02-Aug-03,36.70999908
03-Aug-03,36.50999832
04-Aug-03,36.58000183
05-Aug-03,36.13000107
06-Aug-03,36.25999832
07-Aug-03,36.27000046
08-Aug-03,36.34000015
09-Aug-03,36.04999924
10-Aug-03,36.72999954
11-Aug-03,36.56999969
12-Aug-03,36.20000076
13-Aug-03,36.45999908
14-Aug-03,36.56000137
15-Aug-03,36.5
16-Aug-03,36.93999863
17-Aug-03,36.63999939
18-Aug-03,36.47999954
19-Aug-03,36.65999985
20-Aug-03,36.06000137
21-Aug-03,35.54999924
22-Aug-03,34.74000168
23-Aug-03,34.75
24-Aug-03,34.99000168
25-Aug-03,34.70000076
26-Aug-03,35.61999893
27-Aug-03,35.09000015
28-Aug-03,35.38000107
29-Aug-03,35.04999924
30-Aug-03,35.09999847
31-Aug-03,34.75
01-Sep-03,34.97999954
02-Sep-03,35.11999893
03-Sep-03,35.29999924
04-Sep-03,35.72999954
05-Sep-03,35.75999832
06-Sep-03,35.86000061
07-Sep-03,36.02999878
08-Sep-03,35.77000046
09-Sep-03,35.95000076
10-Sep-03,35.84999847
11-Sep-03,36.24000168
12-Sep-03,36.47999954
13-Sep-03,36.70000076
14-Sep-03,37.20000076
15-Sep-03,37.50999832
16-Sep-03,37.65999985
17-Sep-03,37.84999847
18-Sep-03,37.97000122
19-Sep-03,37.81000137
20-Sep-03,38.18999863
21-Sep-03,38.20999908
22-Sep-03,38.08000183
23-Sep-03,38.38999939
24-Sep-03,38.65999985
25-Sep-03,38.09999847
26-Sep-03,38.11000061
27-Sep-03,37.79000092
28-Sep-03,37.70999908
29-Sep-03,37.95000076
30-Sep-03,37.54999924
01-Oct-03,37.72999954
02-Oct-03,37.58000183
03-Oct-03,37.70000076
04-Oct-03,37.90000153
05-Oct-03,37.86999893
06-Oct-03,37.86999893
07-Oct-03,37.84999847
08-Oct-03,37.81000137
09-Oct-03,37.38999939
10-Oct-03,36.97000122
11-Oct-03,36.79999924
12-Oct-03,37.15000153
13-Oct-03,37.06999969
14-Oct-03,36.77999878
15-Oct-03,36.72999954
16-Oct-03,37.11000061
17-Oct-03,36.93000031
18-Oct-03,37.06000137
19-Oct-03,37.77000046
20-Oct-03,38.11999893
21-Oct-03,38.29999924
22-Oct-03,38.38999939
23-Oct-03,38.77000046
24-Oct-03,38.88999939
25-Oct-03,38.72999954
26-Oct-03,39.18000031
27-Oct-03,39.45999908
28-Oct-03,39.47000122
29-Oct-03,39.41999817
30-Oct-03,39.27000046
31-Oct-03,39.41999817
01-Nov-03,39.72000122
02-Nov-03,39.90999985
03-Nov-03,39.58000183
04-Nov-03,39.65000153
05-Nov-03,40.08000183
06-Nov-03,40.06000137
07-Nov-03,39.66999817
08-Nov-03,39.47999954
09-Nov-03,39.18999863
10-Nov-03,39.45000076
11-Nov-03,39.11000061
12-Nov-03,39.43000031
13-Nov-03,39.20999908
14-Nov-03,39.45000076
15-Nov-03,38.81000137
16-Nov-03,39.04000092
17-Nov-03,38.84000015
18-Nov-03,38.81999969
19-Nov-03,38.84000015
20-Nov-03,38.72999954
21-Nov-03,38.5
22-Nov-03,38.59000015
23-Nov-03,38.45999908
24-Nov-03,38.75999832
25-Nov-03,38.61999893
26-Nov-03,38.97999954
27-Nov-03,38.91999817
28-Nov-03,38.77000046
29-Nov-03,39.34000015
30-Nov-03,39.40999985
01-Dec-03,39.40000153
02-Dec-03,39.61999893
03-Dec-03,39.72999954
04-Dec-03,39.63000107
05-Dec-03,39.18000031
06-Dec-03,39.15999985
07-Dec-03,39.40000153
08-Dec-03,39.09000015
09-Dec-03,38.93000031
10-Dec-03,38.5
11-Dec-03,38.63999939
12-Dec-03,38.75
13-Dec-03,38.75999832
14-Dec-03,38.66999817
15-Dec-03,38.68000031
16-Dec-03,39.20000076
17-Dec-03,39.45999908
18-Dec-03,39.56000137
19-Dec-03,39.29999924
20-Dec-03,38.75999832
21-Dec-03,38.25
22-Dec-03,38.34000015
23-Dec-03,38.13000107
24-Dec-03,37.93999863
25-Dec-03,37.49000168
26-Dec-03,37.77999878
27-Dec-03,38.06000137
28-Dec-03,38.18000031
29-Dec-03,37.90999985
30-Dec-03,38.66999817
31-Dec-03,38.31000137
01-Jan-04,38.54999924
02-Jan-04,39.15999985
03-Jan-04,39.00999832
04-Jan-04,38.81000137
05-Jan-04,38.02999878
06-Jan-04,38.31999969
07-Jan-04,38.86999893
08-Jan-04,38.84000015
09-Jan-04,39.34999847
10-Jan-04,39.93999863
11-Jan-04,40.08000183
12-Jan-04,40.13000107
13-Jan-04,40.13999939
14-Jan-04,40.15999985
15-Jan-04,40.59999847
16-Jan-04,40.70999908
17-Jan-04,40.70999908
18-Jan-04,40.52000046
19-Jan-04,40.77000046
20-Jan-04,41.31000137
21-Jan-04,41.45000076
22-Jan-04,41.54999924
23-Jan-04,41.70000076
24-Jan-04,41.79999924
25-Jan-04,41.88999939
26-Jan-04,41.54000092
27-Jan-04,41.34000015
28-Jan-04,41.24000168
29-Jan-04,42.00999832
30-Jan-04,42.11000061
31-Jan-04,41.79999924
01-Feb-04,41.93999863
02-Feb-04,41.86000061
03-Feb-04,41.56000137
04-Feb-04,41.72000122
05-Feb-04,41.86999893
06-Feb-04,42.04000092
07-Feb-04,41.90000153
08-Feb-04,41.97000122
09-Feb-04,41.58000183
10-Feb-04,40.91999817
11-Feb-04,40.95000076
12-Feb-04,41.13000107
13-Feb-04,41.40000153
14-Feb-04,41.40000153
15-Feb-04,41.04000092
16-Feb-04,40.99000168
17-Feb-04,40.72000122
18-Feb-04,40.40999985
19-Feb-04,41.31000137
20-Feb-04,41.74000168
21-Feb-04,41.91999817
22-Feb-04,42.68000031
23-Feb-04,42.84999847
24-Feb-04,42.88000107
25-Feb-04,43.20999908
26-Feb-04,43
27-Feb-04,42.97999954
28-Feb-04,42.70000076
29-Feb-04,42.20999908
01-Mar-04,42.52000046
02-Mar-04,41.25
03-Mar-04,41.25999832
04-Mar-04,41.43999863
05-Mar-04,41.25999832
06-Mar-04,41.54999924
07-Mar-04,42.11000061
08-Mar-04,42.18999863
09-Mar-04,42
10-Mar-04,42.15000153
11-Mar-04,41.43000031
12-Mar-04,40.91999817
13-Mar-04,40.81000137
14-Mar-04,40.63000107
15-Mar-04,41.09999847
16-Mar-04,40.70999908
17-Mar-04,40.95999908
18-Mar-04,40.49000168
19-Mar-04,40.90000153
20-Mar-04,41.15999985
21-Mar-04,41.54000092
22-Mar-04,41.20999908
23-Mar-04,40.75
24-Mar-04,41.25999832
25-Mar-04,41.15000153
26-Mar-04,41.25999832
27-Mar-04,41.72000122
28-Mar-04,41.09999847
29-Mar-04,41.65999985
30-Mar-04,41.68999863
31-Mar-04,41.45000076
01-Apr-04,41.09000015
02-Apr-04,40.84999847
03-Apr-04,40.86999893
04-Apr-04,40.52000046
05-Apr-04,40.56000137
06-Apr-04,40.68000031
07-Apr-04,41.36999893
08-Apr-04,41.72000122
09-Apr-04,41.36999893
10-Apr-04,41.45000076
11-Apr-04,41.54999924
12-Apr-04,41.11000061
13-Apr-04,41.20999908
14-Apr-04,41.09000015
15-Apr-04,41.29999924
16-Apr-04,41.31000137
17-Apr-04,41.13999939
18-Apr-04,41.91999817
19-Apr-04,42.04999924
20-Apr-04,41.93000031
21-Apr-04,41.97999954
22-Apr-04,42.20999908
23-Apr-04,42.61000061
24-Apr-04,42.72999954
25-Apr-04,42.31999969
26-Apr-04,42.25999832
27-Apr-04,41.91999817
28-Apr-04,41.93000031
29-Apr-04,42.09999847
30-Apr-04,41.65999985
01-May-04,42.45999908
02-May-04,42.65000153
03-May-04,42.5
04-May-04,42
05-May-04,41.95999908
06-May-04,41.86999893
07-May-04,41.86000061
08-May-04,42.25999832
09-May-04,41.84999847
10-May-04,41.43999863
11-May-04,41.54999924
12-May-04,41.49000168
13-May-04,41.83000183
14-May-04,42.15999985
15-May-04,42.20000076
16-May-04,42.04000092
17-May-04,41.66999817
18-May-04,40.74000168
19-May-04,40.18999863
20-May-04,40.15999985
21-May-04,39.86000061
22-May-04,39.31999969
23-May-04,39.04999924
24-May-04,39.34999847
25-May-04,38.97000122
26-May-04,38.59000015
27-May-04,38.84999847
28-May-04,39.36000061
29-May-04,39.49000168
30-May-04,38.63999939
31-May-04,38.81999969
01-Jun-04,39.74000168
02-Jun-04,39.63999939
03-Jun-04,38.77999878
04-Jun-04,38.75
05-Jun-04,38.45999908
06-Jun-04,38.40000153
07-Jun-04,38.15000153
08-Jun-04,37.40000153
09-Jun-04,37.25
10-Jun-04,37.63000107
11-Jun-04,38.65000153
12-Jun-04,38.34000015
13-Jun-04,38.02999878
14-Jun-04,38.08000183
15-Jun-04,38.68000031
16-Jun-04,38.18999863
17-Jun-04,38.15000153
18-Jun-04,38.25
19-Jun-04,37.52999878
20-Jun-04,37.81000137
21-Jun-04,38.95999908
22-Jun-04,38.77000046
23-Jun-04,39
24-Jun-04,38.15000153
25-Jun-04,38.11000061
26-Jun-04,37.68999863
27-Jun-04,37.36000061
28-Jun-04,37.63999939
29-Jun-04,36.93000031
30-Jun-04,36.31000137
01-Jul-04,35.93999863
02-Jul-04,36.02999878
03-Jul-04,36.15000153
04-Jul-04,36.61999893
05-Jul-04,36.08000183
06-Jul-04,35.70000076
07-Jul-04,36.40999985
08-Jul-04,36.61999893
09-Jul-04,36.59000015
10-Jul-04,36.34999847
11-Jul-04,37.11000061
12-Jul-04,37.09999847
13-Jul-04,36.47999954
14-Jul-04,36.88999939
15-Jul-04,37.11999893
16-Jul-04,36.95000076
17-Jul-04,36.70999908
18-Jul-04,36.47999954
19-Jul-04,36.52999878
20-Jul-04,36.79000092
21-Jul-04,36.52999878
22-Jul-04,36.77000046
23-Jul-04,37.70000076
24-Jul-04,38.59000015
25-Jul-04,38.72999954
26-Jul-04,38.79000092
27-Jul-04,38.41999817
28-Jul-04,38.43000031
29-Jul-04,38.13999939
30-Jul-04,38.25
31-Jul-04,38.31999969
01-Aug-04,38.61000061
02-Aug-04,38.72999954
03-Aug-04,38.90999985
04-Aug-04,38.86999893
05-Aug-04,39.08000183
06-Aug-04,39.45999908
07-Aug-04,38.66999817
08-Aug-04,38.49000168
09-Aug-04,38.72000122
10-Aug-04,38.95999908
11-Aug-04,39.68000031
12-Aug-04,39.95000076
13-Aug-04,39.99000168
14-Aug-04,40.11000061
15-Aug-04,40.11999893
16-Aug-04,39.84999847
17-Aug-04,40.43000031
18-Aug-04,40.18000031
19-Aug-04,39.86999893
20-Aug-04,40.56999969
21-Aug-04,40.77000046
22-Aug-04,40.72000122
23-Aug-04,40.83000183
24-Aug-04,40.65000153
25-Aug-04,40.13999939
26-Aug-04,40.31000137
27-Aug-04,41.29999924
28-Aug-04,41.5
29-Aug-04,41.40999985
30-Aug-04,41.54999924
31-Aug-04,41.61999893
01-Sep-04,41.54000092
02-Sep-04,42.20000076
03-Sep-04,42.43000031
04-Sep-04,42.47000122
05-Sep-04,42
06-Sep-04,41.79999924
07-Sep-04,41.90000153
08-Sep-04,42
09-Sep-04,42.43000031
10-Sep-04,42.13999939
11-Sep-04,42.43000031
12-Sep-04,42.81999969
13-Sep-04,42.20999908
14-Sep-04,42.47999954
15-Sep-04,42.58000183
16-Sep-04,42
17-Sep-04,42.04000092
18-Sep-04,41.93000031
19-Sep-04,42.54000092
20-Sep-04,42.83000183
21-Sep-04,43.02999878
22-Sep-04,42.83000183
23-Sep-04,43.02999878
24-Sep-04,43.47000122
25-Sep-04,43.93000031
26-Sep-04,44.11000061
27-Sep-04,44.29999924
28-Sep-04,44.29999924
29-Sep-04,44.38999939
30-Sep-04,44.45000076
01-Oct-04,44.72999954
02-Oct-04,44.65000153
03-Oct-04,43.63999939
04-Oct-04,43.77000046
05-Oct-04,44.06999969
06-Oct-04,44.04000092
07-Oct-04,43.65999985
08-Oct-04,44.25999832
09-Oct-04,44.41999817
10-Oct-04,44.25999832
11-Oct-04,43.70000076
12-Oct-04,43.90000153
13-Oct-04,44.06000137
14-Oct-04,43.79999924
15-Oct-04,43.88000107
16-Oct-04,44.36999893
17-Oct-04,44.43000031
18-Oct-04,43.99000168
19-Oct-04,43.84999847
20-Oct-04,43.68999863
21-Oct-04,43.38000107
22-Oct-04,42.93000031
23-Oct-04,43.11000061
24-Oct-04,43.33000183
25-Oct-04,43.11999893
26-Oct-04,43.15999985
27-Oct-04,43.24000168
28-Oct-04,44.06000137
29-Oct-04,43.84999847
30-Oct-04,43.88000107
31-Oct-04,44.09999847
01-Nov-04,44.61999893
02-Nov-04,45.08000183
03-Nov-04,45.31000137
04-Nov-04,45.27999878
05-Nov-04,44.90999985
06-Nov-04,44.08000183
07-Nov-04,44.16999817
08-Nov-04,43.68999863
09-Nov-04,43.58000183
10-Nov-04,44.29999924
11-Nov-04,43.72999954
12-Nov-04,43.56999969
13-Nov-04,43.61000061
14-Nov-04,43.63000107
15-Nov-04,44.06999969
16-Nov-04,44
17-Nov-04,44.15999985
18-Nov-04,44.11999893
19-Nov-04,44.06000137
20-Nov-04,44.45999908
21-Nov-04,44.45000076
22-Nov-04,43.88000107
23-Nov-04,43.70999908
24-Nov-04,43.86000061
25-Nov-04,44.59999847
26-Nov-04,44.86000061
27-Nov-04,44.70999908
28-Nov-04,45.04999924
29-Nov-04,45.18999863
30-Nov-04,45.41999817
01-Dec-04,45.25999832
02-Dec-04,45.04000092
03-Dec-04,43.18999863
04-Dec-04,43.33000183
05-Dec-04,43.13000107
06-Dec-04,42.47999954
07-Dec-04,42.15000153
08-Dec-04,42.84999847
09-Dec-04,42.68000031
10-Dec-04,42.97000122
11-Dec-04,42.93000031
12-Dec-04,43.20999908
13-Dec-04,42.36999893
14-Dec-04,42.99000168
15-Dec-04,42.88999939
16-Dec-04,42.83000183
17-Dec-04,43.27000046
18-Dec-04,43.58000183
19-Dec-04,44.41999817
20-Dec-04,44.25999832
21-Dec-04,44.11999893
22-Dec-04,44.29999924
23-Dec-04,43.99000168
24-Dec-04,43.52000046
25-Dec-04,43.56999969
26-Dec-04,43.52999878
27-Dec-04,43.59000015
28-Dec-04,44.15999985
29-Dec-04,44.34000015
30-Dec-04,44.56000137
31-Dec-04,44.45000076
01-Jan-05,44.68000031
02-Jan-05,44.20999908
03-Jan-05,44.56000137
04-Jan-05,44.65000153
05-Jan-05,45.06000137
06-Jan-05,45.15999985
07-Jan-05,45.00999832
08-Jan-05,45.15000153
09-Jan-05,45.40000153
10-Jan-05,45.47000122
11-Jan-05,45.70000076
12-Jan-05,46.31000137
13-Jan-05,46.54999924
14-Jan-05,46.56999969
15-Jan-05,45.95999908
16-Jan-05,45.91999817
17-Jan-05,46.41999817
18-Jan-05,46.59000015
19-Jan-05,46.63000107
20-Jan-05,46.63000107
21-Jan-05,46.72999954
22-Jan-05,46.83000183
23-Jan-05,46.18999863
24-Jan-05,46.77999878
25-Jan-05,46.45999908
26-Jan-05,46.09999847
27-Jan-05,46.54999924
28-Jan-05,46.33000183
29-Jan-05,46.70999908
30-Jan-05,47.00999832
31-Jan-05,47.04999924
01-Feb-05,46.83000183
02-Feb-05,46.15999985
03-Feb-05,46.45000076
04-Feb-05,46.81000137
05-Feb-05,47.18999863
06-Feb-05,47.40999985
07-Feb-05,47.43999863
08-Feb-05,47.58000183
09-Feb-05,47.58000183
10-Feb-05,47.06999969
11-Feb-05,46.34000015
12-Feb-05,46.90999985
13-Feb-05,46.81999969
14-Feb-05,46.54000092
15-Feb-05,47.04999924
16-Feb-05,47.36000061
17-Feb-05,47.75999832
18-Feb-05,47.77000046
19-Feb-05,47.75999832
20-Feb-05,47.31000137
21-Feb-05,47.74000168
22-Feb-05,47.29000092
23-Feb-05,47.09000015
24-Feb-05,46.81999969
25-Feb-05,47.54000092
26-Feb-05,47.52000046
27-Feb-05,47.59999847
28-Feb-05,48.02999878
01-Mar-05,48.31000137
02-Mar-05,48.65999985
03-Mar-05,48.86000061
04-Mar-05,48.88999939
05-Mar-05,48.47999954
06-Mar-05,48.81000137
07-Mar-05,49.56000137
08-Mar-05,49.90000153
09-Mar-05,49.84999847
10-Mar-05,50.22999954
11-Mar-05,50.16999817
12-Mar-05,50.31999969
13-Mar-05,50.04999924
14-Mar-05,50.06999969
15-Mar-05,49.33000183
16-Mar-05,49.40000153
17-Mar-05,48.97999954
18-Mar-05,47.99000168
19-Mar-05,48.54999924
20-Mar-05,47.52999878
21-Mar-05,47.90000153
22-Mar-05,48.34000015
23-Mar-05,47.41999817
24-Mar-05,47.97000122
25-Mar-05,48.31000137
26-Mar-05,48.84000015
27-Mar-05,47.70999908
28-Mar-05,47.27999878
29-Mar-05,47.59999847
30-Mar-05,46.79000092
31-Mar-05,45.90000153
01-Apr-05,45.45000076
02-Apr-05,46.31000137
03-Apr-05,46.52999878
04-Apr-05,47.02000046
05-Apr-05,47.65999985
06-Apr-05,47.52999878
07-Apr-05,48.20000076
08-Apr-05,47.88000107
09-Apr-05,46.74000168
10-Apr-05,48.08000183
11-Apr-05,48.33000183
12-Apr-05,48.86999893
13-Apr-05,49.68000031
14-Apr-05,49.18000031
15-Apr-05,49.13999939
16-Apr-05,48.22999954
17-Apr-05,48.20000076
18-Apr-05,48.93000031
19-Apr-05,48.93999863
20-Apr-05,49.18000031
21-Apr-05,49.22000122
22-Apr-05,48.81000137
23-Apr-05,50.04000092
24-Apr-05,50.16999817
25-Apr-05,50.02999878
26-Apr-05,50.36000061
27-Apr-05,50.59000015
28-Apr-05,51.06999969
29-Apr-05,51.31999969
30-Apr-05,51.58000183
01-May-05,51.40999985
02-May-05,52
03-May-05,52.00999832
04-May-05,51.65000153
05-May-05,51.77000046
06-May-05,52.81999969
07-May-05,53.15000153
08-May-05,53.38000107
09-May-05,53.50999832
10-May-05,52.65999985
11-May-05,53.52999878
12-May-05,53.11999893
13-May-05,52.86999893
14-May-05,53.54999924
15-May-05,53.77999878
16-May-05,52.43999863
17-May-05,53.06999969
18-May-05,54.18000031
19-May-05,53.77000046
20-May-05,53.04999924
21-May-05,53.93000031
22-May-05,54.15000153
23-May-05,54.25999832
24-May-05,55.02999878
25-May-05,54
26-May-05,54.41999817
27-May-05,54.06999969
28-May-05,54.68000031
29-May-05,53.34999847
30-May-05,51.72999954
31-May-05,50
01-Jun-05,48.72999954
02-Jun-05,50.74000168
03-Jun-05,50.09000015
04-Jun-05,49.81999969
05-Jun-05,50.27999878
06-Jun-05,49.70000076
07-Jun-05,49.90000153
08-Jun-05,49.31000137
09-Jun-05,49.84000015
10-Jun-05,48.97999954
11-Jun-05,49.95999908
12-Jun-05,51.47999954
13-Jun-05,51.70000076
14-Jun-05,51.31000137
15-Jun-05,50.88000107
16-Jun-05,50.66999817
17-Jun-05,51.58000183
18-Jun-05,52.31999969
19-Jun-05,52.33000183
20-Jun-05,52.54000092
21-Jun-05,51.31999969
22-Jun-05,51.77999878
23-Jun-05,51.5
24-Jun-05,50.97000122
25-Jun-05,49.72999954
26-Jun-05,49.88999939
27-Jun-05,49.88000107
28-Jun-05,50.90000153
29-Jun-05,51.84999847
30-Jun-05,52.24000168
01-Jul-05,52.5
02-Jul-05,51.86999893
03-Jul-05,51.81999969
04-Jul-05,51.22000122
05-Jul-05,50.40999985
06-Jul-05,50.61999893
07-Jul-05,48.40000153
08-Jul-05,48.16999817
09-Jul-05,46.91999817
10-Jul-05,47.91999817
11-Jul-05,47.99000168
12-Jul-05,47.04999924
13-Jul-05,47.86999893
14-Jul-05,46.54999924
15-Jul-05,46.04999924
16-Jul-05,45.40999985
17-Jul-05,45.34999847
18-Jul-05,44.18000031
19-Jul-05,44.00999832
20-Jul-05,44.90999985
21-Jul-05,43.99000168
22-Jul-05,44.33000183
23-Jul-05,44.40999985
24-Jul-05,44.36999893
25-Jul-05,45.13000107
26-Jul-05,45.59000015
27-Jul-05,44.95000076
28-Jul-05,43.66999817
29-Jul-05,42.81000137
30-Jul-05,43.11000061
31-Jul-05,43.59999847
01-Aug-05,44.06999969
02-Aug-05,43.81999969
03-Aug-05,44.77999878
04-Aug-05,43.97000122
05-Aug-05,43.81999969
06-Aug-05,43.74000168
07-Aug-05,43.93999863
08-Aug-05,43.52000046
09-Aug-05,43.68000031
10-Aug-05,43.90000153
11-Aug-05,44.06999969
12-Aug-05,44.29000092
13-Aug-05,44.11999893
14-Aug-05,42.95000076
15-Aug-05,42.66999817
16-Aug-05,42.90999985
17-Aug-05,43.11999893
18-Aug-05,42.16999817
19-Aug-05,42.06999969
20-Aug-05,41.25999832
21-Aug-05,42.83000183
22-Aug-05,42.70999908
23-Aug-05,43.04000092
24-Aug-05,42.25
25-Aug-05,41.47999954
26-Aug-05,43.33000183
27-Aug-05,42.25999832
28-Aug-05,43.09000015
29-Aug-05,44.58000183
30-Aug-05,44.83000183
31-Aug-05,44.70000076
01-Sep-05,43.70999908
02-Sep-05,43.49000168
03-Sep-05,43.72000122
04-Sep-05,45.59000015
05-Sep-05,45.49000168
06-Sep-05,45.59000015
07-Sep-05,45.86000061
08-Sep-05,45.75999832
09-Sep-05,45.40999985
10-Sep-05,44.90000153
11-Sep-05,45.54000092
